门店名称,顾客ID,顾客年龄,顾客性别,数据生成时间,摄像头ID,摄像头名称,捕捉区域名称
唯品会长春门店,173363,35,女,2018/12/23 21:40,1.37899E+11,摄像机4,南门出门
唯品会长春门店,145353,28,女,2018/12/23 21:40,1.37899E+11,摄像机14,收银台
唯品会长春门店,133909,16,女,2018/12/23 21:40,1.37899E+11,摄像机14,收银台
唯品会长春门店,133909,16,女,2018/12/23 21:39,1.37899E+11,摄像机14,收银台
唯品会长春门店,156252,41,女,2018/12/23 21:39,1.37899E+11,摄像机13,收银台
唯品会长春门店,156252,41,女,2018/12/23 21:38,1.37899E+11,摄像机14,收银台
唯品会长春门店,174663,24,女,2018/12/23 21:37,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,156252,41,女,2018/12/23 21:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,135742,23,男,2018/12/23 21:34,1.37899E+11,摄像机13,收银台
唯品会长春门店,135742,23,男,2018/12/23 21:34,1.37899E+11,摄像机13,收银台
唯品会长春门店,133490,20,女,2018/12/23 21:33,1.37899E+11,摄像机12,收银台
唯品会长春门店,174663,24,女,2018/12/23 21:33,1.37899E+11,摄像机12,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:33,1.37899E+11,摄像机3,南门出门
唯品会长春门店,177770,32,女,2018/12/23 21:32,1.37899E+11,摄像机3,南门出门
唯品会长春门店,133487,26,女,2018/12/23 21:32,1.37899E+11,摄像机3,南门出门
唯品会长春门店,156252,41,女,2018/12/23 21:32,1.37899E+11,摄像机12,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:32,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,177770,32,女,2018/12/23 21:32,1.37899E+11,摄像机13,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:32,1.37899E+11,摄像机13,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:32,1.37899E+11,摄像机13,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:32,1.37899E+11,摄像机13,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:31,1.37899E+11,摄像机13,收银台
唯品会长春门店,170609,20,女,2018/12/23 21:31,1.37899E+11,摄像机12,收银台
唯品会长春门店,166773,27,女,2018/12/23 21:30,1.37899E+11,摄像机12,收银台
唯品会长春门店,166773,27,女,2018/12/23 21:30,1.37899E+11,摄像机12,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:30,1.37899E+11,摄像机12,收银台
唯品会长春门店,177770,32,女,2018/12/23 21:30,1.37899E+11,摄像机12,收银台
唯品会长春门店,135652,30,女,2018/12/23 21:29,1.37899E+11,摄像机3,南门出门
唯品会长春门店,135652,30,女,2018/12/23 21:29,1.37899E+11,摄像机3,南门出门
唯品会长春门店,135652,30,女,2018/12/23 21:29,1.37899E+11,摄像机7,西门进门
唯品会长春门店,135652,30,女,2018/12/23 21:29,1.37899E+11,摄像机9,西门出门
唯品会长春门店,135652,30,女,2018/12/23 21:29,1.37899E+11,摄像机9,西门出门
唯品会长春门店,187377,28,女,2018/12/23 21:21,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,139665,24,女,2018/12/23 21:18,1.37899E+11,摄像机12,收银台
唯品会长春门店,173363,35,女,2018/12/23 21:18,1.37899E+11,摄像机12,收银台
唯品会长春门店,187367,40,男,2018/12/23 21:18,1.37899E+11,摄像机3,南门出门
唯品会长春门店,139665,24,女,2018/12/23 21:18,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,156252,41,女,2018/12/23 21:17,1.37899E+11,摄像机12,收银台
唯品会长春门店,139665,24,女,2018/12/23 21:17,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187377,28,女,2018/12/23 21:17,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,187377,28,女,2018/12/23 21:17,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:17,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187377,28,女,2018/12/23 21:17,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,145353,28,女,2018/12/23 21:17,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:17,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,145353,28,女,2018/12/23 21:17,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机6,西门进门
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机6,西门进门
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机6,西门进门
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机6,西门进门
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187260,30,女,2018/12/23 21:16,1.37899E+11,摄像机8,西门出门
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机7,西门进门
唯品会长春门店,147458,39,男,2018/12/23 21:16,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187260,30,女,2018/12/23 21:16,1.37899E+11,摄像机12,收银台
唯品会长春门店,187260,30,女,2018/12/23 21:16,1.37899E+11,摄像机12,收银台
唯品会长春门店,187260,30,女,2018/12/23 21:15,1.37899E+11,摄像机12,收银台
唯品会长春门店,187377,28,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187260,30,女,2018/12/23 21:15,1.37899E+11,摄像机12,收银台
唯品会长春门店,187260,30,女,2018/12/23 21:15,1.37899E+11,摄像机12,收银台
唯品会长春门店,187260,30,女,2018/12/23 21:15,1.37899E+11,摄像机12,收银台
唯品会长春门店,187377,28,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187377,28,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187377,28,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187377,28,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187260,30,女,2018/12/23 21:15,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:15,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:14,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187369,44,男,2018/12/23 21:13,1.37899E+11,摄像机9,西门出门
唯品会长春门店,187367,40,男,2018/12/23 21:13,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,145353,28,女,2018/12/23 21:13,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:12,1.37899E+11,摄像机12,收银台
唯品会长春门店,139665,24,女,2018/12/23 21:12,1.37899E+11,摄像机12,收银台
唯品会长春门店,187365,25,女,2018/12/23 21:11,1.37899E+11,摄像机1,南门进门
唯品会长春门店,187364,33,男,2018/12/23 21:11,1.37899E+11,摄像机4,南门出门
唯品会长春门店,187364,33,男,2018/12/23 21:11,1.37899E+11,摄像机4,南门出门
唯品会长春门店,187260,30,女,2018/12/23 21:11,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,139665,24,女,2018/12/23 21:10,1.37899E+11,摄像机12,收银台
唯品会长春门店,132369,29,男,2018/12/23 21:08,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,187351,32,男,2018/12/23 21:06,1.37899E+11,摄像机1,南门进门
唯品会长春门店,187351,32,男,2018/12/23 21:06,1.37899E+11,摄像机1,南门进门
唯品会长春门店,139665,24,女,2018/12/23 21:03,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:03,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,139665,24,女,2018/12/23 21:02,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,145353,28,女,2018/12/23 20:58,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187330,28,女,2018/12/23 20:58,1.37899E+11,摄像机3,南门出门
唯品会长春门店,187330,28,女,2018/12/23 20:58,1.37899E+11,摄像机3,南门出门
唯品会长春门店,187330,28,女,2018/12/23 20:58,1.37899E+11,摄像机3,南门出门
唯品会长春门店,187330,28,女,2018/12/23 20:58,1.37899E+11,摄像机3,南门出门
唯品会长春门店,145353,28,女,2018/12/23 20:58,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187304,28,女,2018/12/23 20:57,1.37899E+11,摄像机13,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:56,1.37899E+11,摄像机8,西门出门
唯品会长春门店,187298,32,男,2018/12/23 20:55,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:55,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:55,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:55,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:55,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:55,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,187298,32,男,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机13,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机13,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:54,1.37899E+11,摄像机12,收银台
唯品会长春门店,145794,32,女,2018/12/23 20:54,1.37899E+11,摄像机3,南门出门
唯品会长春门店,174663,24,女,2018/12/23 20:53,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,187298,32,男,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:53,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:52,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:52,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:52,1.37899E+11,摄像机12,收银台
唯品会长春门店,187313,11,男,2018/12/23 20:51,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187313,11,男,2018/12/23 20:51,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187313,11,男,2018/12/23 20:51,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187291,29,女,2018/12/23 20:51,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187291,29,女,2018/12/23 20:51,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187291,29,女,2018/12/23 20:51,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187311,37,男,2018/12/23 20:51,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187311,37,男,2018/12/23 20:51,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:51,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:50,1.37899E+11,摄像机12,收银台
唯品会长春门店,187306,28,男,2018/12/23 20:49,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187306,28,男,2018/12/23 20:49,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187304,28,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:49,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机12,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187010,27,女,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187298,32,男,2018/12/23 20:48,1.37899E+11,摄像机13,收银台
唯品会长春门店,187297,22,女,2018/12/23 20:47,1.37899E+11,摄像机9,西门出门
唯品会长春门店,187291,29,女,2018/12/23 20:46,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187282,33,男,2018/12/23 20:43,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187282,33,男,2018/12/23 20:42,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187279,29,女,2018/12/23 20:42,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187281,27,女,2018/12/23 20:42,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187279,29,女,2018/12/23 20:42,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187279,29,女,2018/12/23 20:42,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187260,30,女,2018/12/23 20:41,1.37899E+11,摄像机11,自助收银台
唯品会长春门店,187258,23,女,2018/12/23 20:41,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187258,23,女,2018/12/23 20:41,1.37899E+11,摄像机5,西门进门
唯品会长春门店,144659,28,女,2018/12/23 20:41,1.37899E+11,摄像机12,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,146014,28,男,2018/12/23 20:40,1.37899E+11,摄像机7,西门进门
唯品会长春门店,146014,28,男,2018/12/23 20:40,1.37899E+11,摄像机7,西门进门
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,170609,20,女,2018/12/23 20:40,1.37899E+11,摄像机13,收银台
唯品会长春门店,170609,20,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,133490,20,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,139665,24,女,2018/12/23 20:40,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,139665,24,女,2018/12/23 20:40,1.37899E+11,摄像机13,收银台
唯品会长春门店,139665,24,女,2018/12/23 20:40,1.37899E+11,摄像机13,收银台
唯品会长春门店,186865,30,女,2018/12/23 20:40,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机13,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:38,1.37899E+11,摄像机12,收银台
唯品会长春门店,187257,31,男,2018/12/23 20:38,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187257,31,男,2018/12/23 20:38,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187258,23,女,2018/12/23 20:38,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187257,31,男,2018/12/23 20:38,1.37899E+11,摄像机10,自助收银台
唯品会长春门店,187094,33,男,2018/12/23 20:37,1.37899E+11,摄像机4,南门出门
唯品会长春门店,187095,30,女,2018/12/23 20:37,1.37899E+11,摄像机4,南门出门
唯品会长春门店,187250,26,女,2018/12/23 20:37,1.37899E+11,摄像机12,收银台
唯品会长春门店,187258,23,女,2018/12/23 20:37,1.37899E+11,摄像机5,西门进门
唯品会长春门店,156252,41,女,2018/12/23 20:37,1.37899E+11,摄像机16,女试衣间
唯品会长春门店,174663,24,女,2018/12/23 20:37,1.37899E+11,摄像机12,收银台
唯品会长春门店,187233,35,女,2018/12/23 20:37,1.37899E+11,摄像机3,南门出门
唯品会长春门店,187257,31,男,2018/12/23 20:36,1.37899E+11,摄像机5,西门进门
唯品会长春门店,187260,30,女,2018/12/23 20:36,1.37899E+11,摄像机2,南门进门
唯品会长春门店,187257,31,男,2018/12/23 20:36,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187258,23,女,2018/12/23 20:36,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187257,31,男,2018/12/23 20:36,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187258,23,女,2018/12/23 20:36,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187257,31,男,2018/12/23 20:36,1.37899E+11,摄像机7,西门进门
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:36,1.37899E+11,摄像机13,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:36,1.37899E+11,摄像机13,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:36,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187250,26,女,2018/12/23 20:35,1.37899E+11,摄像机13,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,172932,43,女,2018/12/23 20:35,1.37899E+11,摄像机3,南门出门
唯品会长春门店,172932,43,女,2018/12/23 20:35,1.37899E+11,摄像机3,南门出门
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
唯品会长春门店,187095,30,女,2018/12/23 20:35,1.37899E+11,摄像机12,收银台
